username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
HIPratama;2019-01-23 21:04;0;0;"Hehe";;;;"1088075028548050945";https://twitter.com/HIPratama/status/1088075028548050945
HIPratama;2019-01-23 21:04;0;0;"pic.twitter.com/MhuZAH5cZ8";;;;"1088074874109620227";https://twitter.com/HIPratama/status/1088074874109620227
HIPratama;2019-01-23 14:47;0;1;"RT-ed";;;;"1087980162187182080";https://twitter.com/HIPratama/status/1087980162187182080
HIPratama;2019-01-23 09:03;0;0;"Malem yak datengnye? Coba pas makan siang aja.. pulen.. insyaallah";;;;"1087893620101853185";https://twitter.com/HIPratama/status/1087893620101853185
HIPratama;2019-01-22 14:59;0;0;"Fetch land already on checklist boi... WTS ngga ni? Bounce land needed to fill my graveyard with big creature on early game. Have no wheel.";;;;"1087620810573901824";https://twitter.com/HIPratama/status/1087620810573901824
HIPratama;2019-01-22 11:30;0;1;"Ok pic.twitter.com/PDJR7X9sHN";;;;"1087568198449356801";https://twitter.com/HIPratama/status/1087568198449356801
HIPratama;2019-01-22 10:49;0;0;"Yaudah gua apus deh :(";;;;"1087557805123354624";https://twitter.com/HIPratama/status/1087557805123354624
HIPratama;2019-01-21 22:18;0;0;"pic.twitter.com/kzaCctJ8gO";;;;"1087368934926348291";https://twitter.com/HIPratama/status/1087368934926348291
HIPratama;2019-01-21 20:53;0;0;"Building Muldrota's EDH deck. Any suggestions for the lands? This is all I have for now tho.. cc: @JoshLeeKwai pic.twitter.com/CeTJp4r2qu";;@JoshLeeKwai;;"1087347386412949505";https://twitter.com/HIPratama/status/1087347386412949505
HIPratama;2019-01-21 10:25;0;0;"Siapa?";;;;"1087189466765094914";https://twitter.com/HIPratama/status/1087189466765094914
HIPratama;2019-01-21 10:25;0;0;"Ya Toyba";;;;"1087189363266441216";https://twitter.com/HIPratama/status/1087189363266441216
HIPratama;2019-01-20 09:57;0;0;"Di luar negeri tentaranya udah latian terbang... https:// twitter.com/ColMikeTanner/ status/1086245026169012224 …";;;;"1086819977124925441";https://twitter.com/HIPratama/status/1086819977124925441
HIPratama;2019-01-20 00:11;0;0;"Yeu";;;;"1086672446185299968";https://twitter.com/HIPratama/status/1086672446185299968
HIPratama;2019-01-20 00:11;0;0;"Mata lo ga terbuka";;;;"1086672421447323648";https://twitter.com/HIPratama/status/1086672421447323648
HIPratama;2019-01-19 19:04;0;0;"Kumedi nya bagus, pertahankan..";;;;"1086595199579545600";https://twitter.com/HIPratama/status/1086595199579545600
HIPratama;2019-01-19 19:02;0;0;"Bertigaan dong.. https:// twitter.com/detikcom/statu s/1086263627307462657 …";;;;"1086594680467292161";https://twitter.com/HIPratama/status/1086594680467292161
