username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Fjrianika;2019-01-23 12:28;0;1;"semester 4 kuliah cuma 3 hari yaallah makasi bgt";;;;"1087945206454988801";https://twitter.com/Fjrianika/status/1087945206454988801
Fjrianika;2019-01-23 11:05;0;0;"waktu kelas 5 sd, dikelas gw ada yg jual ini terus bayarnya boleh di cicil sesuka hati, jadinya sekelas pake jam kaya gini";;;;"1087924342648983552";https://twitter.com/Fjrianika/status/1087924342648983552
Fjrianika;2019-01-23 10:57;0;0;"ini gapernah bosen";;;;"1087922254107820038";https://twitter.com/Fjrianika/status/1087922254107820038
Fjrianika;2019-01-22 08:50;0;0;"n73 sama 5310 express music";;;;"1087527884124614658";https://twitter.com/Fjrianika/status/1087527884124614658
Fjrianika;2019-01-22 02:58;0;0;"DEMI APA DONG 30REBU";;;;"1087439191431045121";https://twitter.com/Fjrianika/status/1087439191431045121
Fjrianika;2019-01-22 02:47;0;0;"tidur ceu besok kita jalan";;;;"1087436506208264192";https://twitter.com/Fjrianika/status/1087436506208264192
Fjrianika;2019-01-22 02:37;0;0;"gw rese bener kl lagi bete";;;;"1087434009129377794";https://twitter.com/Fjrianika/status/1087434009129377794
Fjrianika;2019-01-21 21:39;0;1;"ahahaahahahaha kocak";;;;"1087359134456901633";https://twitter.com/Fjrianika/status/1087359134456901633
Fjrianika;2019-01-20 01:09;0;0;"gimana ya guwa biasa makan kerak telor";;;;"1086687129617330176";https://twitter.com/Fjrianika/status/1086687129617330176
Fjrianika;2019-01-20 00:59;0;0;"eh si aa sundanesse ya!?";;;;"1086684535113146368";https://twitter.com/Fjrianika/status/1086684535113146368
Fjrianika;2019-01-20 00:58;0;0;"delete soon wkwkwk tidur nak mamiy";;;;"1086684216807419904";https://twitter.com/Fjrianika/status/1086684216807419904
Fjrianika;2019-01-20 00:51;0;0;"hahahaha my 911";;;;"1086682637924675584";https://twitter.com/Fjrianika/status/1086682637924675584
Fjrianika;2019-01-20 00:45;0;0;"hoooman diaryy @prabowo_rianto pic.twitter.com/lM0Dc987B8";;@prabowo_rianto;;"1086681020240355329";https://twitter.com/Fjrianika/status/1086681020240355329
Fjrianika;2019-01-19 17:40;0;0;"ko ga sama religen :(";;;;"1086574006600253440";https://twitter.com/Fjrianika/status/1086574006600253440
Fjrianika;2019-01-19 17:35;0;0;"ayo lo dimance";;;;"1086572809906601984";https://twitter.com/Fjrianika/status/1086572809906601984
Fjrianika;2019-01-19 04:32;0;0;"hadeh paduka";;;;"1086375699525525504";https://twitter.com/Fjrianika/status/1086375699525525504
Fjrianika;2019-01-19 04:30;0;0;"aldi for president!";;;;"1086375271911981056";https://twitter.com/Fjrianika/status/1086375271911981056
Fjrianika;2019-01-19 04:16;0;0;"sareken di moal baleg";;;;"1086371667566157825";https://twitter.com/Fjrianika/status/1086371667566157825
Fjrianika;2019-01-18 22:54;0;1;"ow dats me https:// twitter.com/shitegoblin/st atus/1085509707400265729 …";;;;"1086290619083804672";https://twitter.com/Fjrianika/status/1086290619083804672
Fjrianika;2019-01-18 22:31;0;0;"wakakakakakakakakakkaka";;;;"1086285043633254400";https://twitter.com/Fjrianika/status/1086285043633254400
Fjrianika;2019-01-18 22:10;0;0;"gatau kenapa dari kemaren ngomong ini terus gw :(";;;;"1086279681144348674";https://twitter.com/Fjrianika/status/1086279681144348674
