username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
CommuterLine;2019-01-24 06:51;0;0;"Selamat pagi, Untuk informasi lengkap jadwal pemberangkatan KRL bisa diunduh melalui website kami di link berikut: http:// bit.ly/2sdDOHh , tks.";;;;"1088222766375956480";https://twitter.com/CommuterLine/status/1088222766375956480
CommuterLine;2019-01-24 06:51;0;0;"Selamat pagi, Poris-Duri pemberangkatan tersebut tersedia pkl. 06:26, 06:41 WIB, tks.";;;;"1088222657068322817";https://twitter.com/CommuterLine/status/1088222657068322817
CommuterLine;2019-01-24 06:44;1;1;"Selamat pagi, Untuk informasi lengkap jadwal pemberangkatan KRL bisa diunduh melalui website kami di link berikut: http:// bit.ly/2sdDOHh , tks.";;;;"1088220909586935808";https://twitter.com/CommuterLine/status/1088220909586935808
CommuterLine;2019-01-24 06:43;0;0;"Selamat pagi, Depok-Jakarta Kota pemberangkatan tersebut tersedia pkl. 05:26, 05:56, 06:31, 06:56, 12:26 WIB, tks.";;;;"1088220672776699904";https://twitter.com/CommuterLine/status/1088220672776699904
CommuterLine;2019-01-24 06:40;0;0;"Selamat pagi, Klender Baru-Cikarang pemberangkatan tersebut tersedia pkl. 05:39, 06:27, 07:49, 08:44, 09:42 WIB, tks.";;;;"1088219906833870848";https://twitter.com/CommuterLine/status/1088219906833870848
CommuterLine;2019-01-24 06:34;0;0;"Selamat pagi, terima kasih atas saran dan masukannya, perihal tersebut kami bantu sampaikan ke unit terkait untuk dievaluasi kembali, tks.";;;;"1088218553109536768";https://twitter.com/CommuterLine/status/1088218553109536768
CommuterLine;2019-01-24 06:33;0;0;"Selamat pagi, informasi perihal barang tertinggal silakan cek dm dari kami, tks.";;;;"1088218178495369221";https://twitter.com/CommuterLine/status/1088218178495369221
CommuterLine;2019-01-24 06:30;1;2;"Selamat pagi, perihal informasi barang tertinggal cek dm dari kami, tks.";;;;"1088217503946473472";https://twitter.com/CommuterLine/status/1088217503946473472
CommuterLine;2019-01-24 06:27;0;0;"Selamat pagi, silakan naik KRL tujuan Jatinegara, transit di Stasiun Gang Sentiong lalu berpindah KRL tujuan Depok/Bogor untuk dapat turun di Stasiun Pasar Senen, tks.";;;;"1088216728092332032";https://twitter.com/CommuterLine/status/1088216728092332032
CommuterLine;2019-01-24 06:11;0;0;"Selamat pagi, untuk KA Tanah Abang-Bogor pertama jadwal waktu tiba di Stasiun Bogor pkl. 07:19 WIB, tks.";;;;"1088212753536430081";https://twitter.com/CommuterLine/status/1088212753536430081
CommuterLine;2019-01-24 06:04;0;1;"Selamat pagi, terima kasih atas saran dan masukannya, perihal tersebut kami bantu teruskan ke unit terkait untuk dievaluasi kembali, tks.";;;;"1088210832188628992";https://twitter.com/CommuterLine/status/1088210832188628992
CommuterLine;2019-01-24 05:55;1;0;"Selamat pagi, dapat kami sampaikan perihal tersebut kami teruskan ke unit terkait untuk dapat dilakukan pengecekan, tks.";;;;"1088208565565837313";https://twitter.com/CommuterLine/status/1088208565565837313
